Time / ns                o3,3/real
----------------------------------------------------------------------
                       0                  -2.1542912e-19
            0.0022061099                   2.0094581e-18
            0.0044122199                   2.9633908e-17
            0.0066183298                   1.3907225e-16
            0.0088244397                   3.8718411e-16
              0.01103055                    9.007126e-16
              0.01323666                   1.7585594e-15
              0.01544277                   3.1409758e-15
             0.017648879                   4.9950439e-15
             0.019854989                   7.1648213e-15
               0.0220611                   9.5230584e-15
              0.02426721                    1.142545e-14
             0.026473319                   1.2460757e-14
              0.02867943                   1.2240157e-14
              0.03088554                   9.8217265e-15
             0.033091649                    4.613165e-15
             0.035297759                  -5.0810813e-15
             0.037503868                  -2.1942853e-14
             0.039709978                  -4.7448736e-14
             0.041916091                  -8.3594115e-14
               0.0441222                  -1.3137966e-13
              0.04632831                  -1.9211015e-13
             0.048534419                  -2.6692833e-13
             0.050740529                  -3.5686582e-13
             0.052946638                   -4.623127e-13
             0.055152748                  -5.8279678e-13
             0.057358861                  -7.1722608e-13
              0.05956497                  -8.6326784e-13
              0.06177108                  -1.0176022e-12
             0.063977189                  -1.1756875e-12
             0.066183299                  -1.3314521e-12
             0.068389408                  -1.4777459e-12
             0.070595518                  -1.6062213e-12
             0.072801627                  -1.7074263e-12
             0.075007737                  -1.7706371e-12
             0.077213846                    -1.78469e-12
             0.079419956                  -1.7387975e-12
             0.081626073                   -1.622869e-12
             0.083832182                  -1.4274408e-12
             0.086038291                  -1.1432853e-12
             0.088244401                  -7.6188518e-13
              0.09045051                  -2.7602784e-13
              0.09265662                   3.1832219e-13
             0.094862729                   1.0234684e-12
             0.097068839                   1.8414753e-12
             0.099274948                   2.7706865e-12
              0.10148106                   3.8089406e-12
              0.10368717                   4.9531356e-12
              0.10589328                   6.2020411e-12
              0.10809939                   7.5546618e-12
               0.1103055                    9.012101e-12
              0.11251161                   1.0579966e-11
              0.11471772                   1.2271808e-11
              0.11692383                   1.4110315e-11
              0.11912994                    1.613148e-11
              0.12133605                   1.8385793e-11
              0.12354216                   2.0940244e-11
              0.12574826                   2.3884013e-11
              0.12795438                   2.7332745e-11
              0.13016048                   3.1431288e-11
               0.1323666                   3.6357219e-11
              0.13457271                   4.2324162e-11
              0.13677882                   4.9581797e-11
              0.13898493                    5.841843e-11
              0.14119104                   6.9159616e-11
              0.14339715                   8.2168501e-11
              0.14560325                   9.7844198e-11
              0.14780937                   1.1661608e-10
              0.15001547                   1.3893736e-10
              0.15222159                   1.6527733e-10
              0.15442769                   1.9610998e-10
              0.15663381                   2.3190055e-10
              0.15883991                   2.7308955e-10
              0.16104603                   3.2007449e-10
              0.16325215                   3.7318842e-10
              0.16545825                   4.3267567e-10
              0.16766436                   4.9866611e-10
              0.16987047                   5.7114879e-10
              0.17207658                   6.4994321e-10
              0.17428268                   7.3466361e-10
               0.1764888                   8.2469437e-10
               0.1786949                   9.1915991e-10
              0.18090102                   1.0168962e-09
              0.18310712                    1.116426e-09
              0.18531324                   1.2159379e-09
              0.18751934                    1.313273e-09
              0.18972546                   1.4059159e-09
              0.19193156                   1.4909892e-09
              0.19413768                    1.565261e-09
              0.19634379                   1.6251689e-09
               0.1985499                   1.6668416e-09
              0.20075601                   1.6861383e-09
              0.20296212                   1.6787026e-09
              0.20516823                   1.6400333e-09
              0.20737433                    1.565563e-09
              0.20958045                   1.4507495e-09
              0.21178655                   1.2911774e-09
              0.21399267                   1.0826825e-09
              0.21619877                   8.2148077e-10
              0.21840489                   5.0430637e-10
              0.22061099                   1.2856421e-10
              0.22281711                  -3.0752706e-10
              0.22502321                  -8.0477902e-10
              0.22722933                  -1.3628783e-09
              0.22943544                  -1.9802444e-09
              0.23164155                  -2.6538893e-09
              0.23384766                  -3.3792911e-09
              0.23605376                  -4.1502912e-09
              0.23825988                  -4.9590057e-09
              0.24046598                  -5.7957656e-09
               0.2426721                  -6.6490897e-09
               0.2448782                  -7.5056885e-09
              0.24708432                   -8.350507e-09
              0.24929042                  -9.1668122e-09
