Time / ns                o3,3/real
----------------------------------------------------------------------
                       0                  -1.2023366e-19
            0.0015544945                   1.2023366e-19
             0.003108989                   3.6023509e-18
            0.0046634832                   1.3657781e-17
             0.006217978                   3.7037889e-17
            0.0077724722                   7.9287823e-17
            0.0093269665                   1.5922756e-16
             0.010881461                   2.9915171e-16
             0.012435956                   4.9771079e-16
             0.013990451                   7.6838303e-16
             0.015544944                   1.1546998e-15
              0.01709944                   1.7144395e-15
             0.018653933                   2.3807519e-15
             0.020208428                    3.055006e-15
             0.021762922                   3.7000216e-15
             0.023317417                    4.309735e-15
             0.024871912                   4.6939584e-15
             0.026426407                   4.7261724e-15
             0.027980901                   4.2219315e-15
             0.029535396                   3.1865903e-15
             0.031089889                   1.4461758e-15
             0.032644384                  -1.2279811e-15
              0.03419888                  -4.9325397e-15
             0.035753373                  -9.8772105e-15
             0.037307866                  -1.6259826e-14
             0.038862363                  -2.4387488e-14
             0.040416855                  -3.4243258e-14
             0.041971352                  -4.6101455e-14
             0.043525845                  -6.0340804e-14
             0.045080341                   -7.744097e-14
             0.046634834                  -9.7855047e-14
             0.048189331                  -1.2175922e-13
             0.049743824                   -1.490517e-13
             0.051298317                  -1.8015355e-13
             0.052852813                  -2.1545159e-13
             0.054407306                  -2.5529497e-13
             0.055961803                  -3.0005401e-13
             0.057516295                  -3.4987098e-13
             0.059070792                  -4.0459785e-13
             0.060625285                  -4.6410597e-13
             0.062179778                  -5.2788817e-13
             0.063734271                  -5.9515674e-13
             0.065288767                  -6.6494407e-13
             0.066843264                  -7.3586683e-13
              0.06839776                  -8.0595524e-13
              0.06995225                  -8.7265573e-13
             0.071506746                  -9.3261217e-13
             0.073061243                  -9.8156574e-13
             0.074615732                  -1.0141872e-12
             0.076170228                  -1.0238244e-12
             0.077724725                  -1.0023971e-12
             0.079279222                  -9.3992034e-13
             0.080833711                  -8.2429202e-13
             0.082388207                  -6.4103822e-13
             0.083942704                  -3.7326533e-13
               0.0854972                   -5.885456e-16
              0.08705169                    5.009233e-13
             0.088606186                   1.1591394e-12
             0.090160683                   2.0062229e-12
             0.091715172                   3.0798085e-12
             0.093269669                   4.4235158e-12
             0.094824165                   6.0870393e-12
             0.096378662                   8.1272905e-12
             0.097933151                   1.0608614e-11
             0.099487647                   1.3604168e-11
              0.10104214                   1.7196859e-11
              0.10259663                   2.1479565e-11
              0.10415113                   2.6555293e-11
              0.10570563                   3.2538448e-11
              0.10726012                   3.9556032e-11
              0.10881461                   4.7747233e-11
              0.11036911                   5.7262931e-11
              0.11192361                   6.8267801e-11
              0.11347809                   8.0939096e-11
              0.11503259                   9.5466329e-11
              0.11658709                   1.1205036e-10
              0.11814158                   1.3090408e-10
              0.11969607                   1.5224942e-10
              0.12125057                   1.7631735e-10
              0.12280507                    2.033462e-10
              0.12435956                   2.3357843e-10
              0.12591405                   2.6725647e-10
              0.12746854                   3.0462136e-10
              0.12902305                   3.4590752e-10
              0.13057753                   3.9133968e-10
              0.13213204                   4.4112664e-10
              0.13368653                   4.9545573e-10
              0.13524102                   5.5448729e-10
              0.13679552                   6.1834793e-10
              0.13835001                   6.8712358e-10
               0.1399045                   7.6085155e-10
                0.141459                   8.3951307e-10
              0.14301349                   9.2302482e-10
              0.14456798                   1.0112302e-09
              0.14612249                   1.1038909e-09
              0.14767697                   1.2006788e-09
              0.14923146                   1.3011665e-09
              0.15078597                   1.4048205e-09
              0.15234046                    1.510992e-09
              0.15389496                   1.6189108e-09
              0.15544945                   1.7276786e-09
              0.15700394                   1.8362637e-09
              0.15855844                   1.9434969e-09
              0.16011293                    2.048069e-09
              0.16166742                   2.1485296e-09
              0.16322193                   2.2432867e-09
              0.16477641                    2.330611e-09
               0.1663309                   2.4086397e-09
              0.16788541                   2.4753839e-09
               0.1694399                   2.5287377e-09
               0.1709944                    2.566491e-09
              0.17254889                   2.5863445e-09
              0.17410338                   2.5859261e-09
              0.17565788                   2.5628133e-09
              0.17721237                   2.5145552e-09
              0.17876686                   2.4386992e-09
              0.18032137                   2.3328199e-09
              0.18187585                   2.1945492e-09
              0.18343034                   2.0216109e-09
              0.18498485                    1.811857e-09
              0.18653934                   1.5633056e-09
              0.18809383                   1.2741792e-09
              0.18964833                   9.4294439e-10
              0.19120282                   5.6835525e-10
              0.19275732                   1.4949278e-10
              0.19431181                  -3.1419492e-10
               0.1958663                  -8.2285084e-10
              0.19742081                  -1.3761728e-09
              0.19897529                  -1.9733739e-09
              0.20052978                  -2.6131501e-09
              0.20208429                  -3.2936514e-09
              0.20363878                  -4.0124557e-09
              0.20519327                  -4.7665472e-09
              0.20674777                  -5.5523013e-09
              0.20830226                  -6.3654721e-09
              0.20985675                  -7.2011903e-09
              0.21141125                  -8.0539664e-09
              0.21296574                  -8.9176995e-09
              0.21452025                  -9.7856994e-09
              0.21607473                  -1.0650711e-08
              0.21762922                  -1.1504956e-08
              0.21918373                  -1.2340166e-08
              0.22073822                  -1.3147642e-08
              0.22229271                  -1.3918312e-08
              0.22384721                    -1.46428e-08
               0.2254017                  -1.5311505e-08
              0.22695619                  -1.5914681e-08
              0.22851069                  -1.6442529e-08
              0.23006518                  -1.6885293e-08
              0.23161969                  -1.7233363e-08
              0.23317418                   -1.747738e-08
              0.23472866                   -1.760834e-08
              0.23628317                  -1.7617715e-08
              0.23783766                  -1.7497554e-08
              0.23939215                    -1.72406e-08
              0.24094665                  -1.6840403e-08
              0.24250114                  -1.6291413e-08
              0.24405563                  -1.5589096e-08
              0.24561013                  -1.4730016e-08
              0.24716462                  -1.3711929e-08
              0.24871911                   -1.253386e-08
              0.25027362                   -1.119617e-08
               0.2518281                  -9.7006128e-09
              0.25338259                  -8.0503737e-09
              0.25493708                  -6.2501062e-09
               0.2564916                  -4.3059405e-09
              0.25804609                  -2.2254865e-09
              0.25960058                  -1.7814639e-11
              0.26115507                   2.3065763e-09
              0.26270956                   4.7358091e-09
              0.26426408                   7.2566948e-09
              0.26581857                   9.8548139e-09
              0.26737306                   1.2514614e-08
              0.26892754                   1.5219531e-08
              0.27048203                   1.7952102e-08
              0.27203652                    2.069412e-08
              0.27359104                   2.3426773e-08
              0.27514553                   2.6130817e-08
              0.27670002                   2.8786731e-08
              0.27825451                   3.1374913e-08
                0.279809                   3.3875846e-08
              0.28136352                    3.627029e-08
              0.28291801                   3.8539458e-08
               0.2844725                   4.0665203e-08
              0.28602698                   4.2630187e-08
              0.28758147                   4.4418055e-08
              0.28913596                   4.6013593e-08
              0.29069048                   4.7402875e-08
              0.29224497                   4.8573401e-08
              0.29379946                   4.9514213e-08
              0.29535395                   5.0215995e-08
              0.29690844                   5.0671161e-08
              0.29846293                   5.0873926e-08
              0.30001745                   5.0820326e-08
              0.30157194                   5.0508259e-08
              0.30312642                    4.993748e-08
              0.30468091                   4.9109552e-08
               0.3062354                   4.8027825e-08
              0.30778992                   4.6697366e-08
              0.30934441                   4.5124846e-08
               0.3108989                   4.3318458e-08
              0.31245339                   4.1287773e-08
              0.31400788                   3.9043584e-08
              0.31556237                   3.6597779e-08
              0.31711689                   3.3963133e-08
              0.31867138                   3.1153149e-08
              0.32022586                   2.8181862e-08
              0.32178035                   2.5063644e-08
              0.32333484                    2.181301e-08
              0.32488936                   1.8444434e-08
              0.32644385                   1.4972152e-08
              0.32799834                   1.1409995e-08
              0.32955283                   7.7712121e-09
              0.33110732                   4.0683275e-09
              0.33266181                   3.1299918e-10
              0.33421633                  -3.4840946e-09
              0.33577082                  -7.3133508e-09
               0.3373253                  -1.1166311e-08
              0.33887979                  -1.5035701e-08
              0.34043428                  -1.8915458e-08
               0.3419888                  -2.2800718e-08
              0.34354329                  -2.6687772e-08
              0.34509778                  -3.0574014e-08
              0.34665227                  -3.4457837e-08
              0.34820676                   -3.833852e-08
              0.34976125                   -4.221609e-08
              0.35131577                  -4.6091149e-08
              0.35287026                  -4.9964687e-08
              0.35442474                  -5.3837883e-08
              0.35597923                  -5.7711887e-08
              0.35753372                  -6.1587585e-08
              0.35908821                  -6.5465358e-08
              0.36064273                   -6.934485e-08
              0.36219722                  -7.3224719e-08
              0.36375171                  -7.7102399e-08
               0.3653062                  -8.0973876e-08
              0.36686069                  -8.4833481e-08
              0.36841521                  -8.8673673e-08
               0.3699697                  -9.2484889e-08
              0.37152418                  -9.6255377e-08
              0.37307867                  -9.9971082e-08
              0.37463316                  -1.0361555e-07
              0.37618765                  -1.0716989e-07
              0.37774217                  -1.1061272e-07
              0.37929666                  -1.1392027e-07
              0.38085115                  -1.1706635e-07
              0.38240564                  -1.2002255e-07
              0.38396013                  -1.2275832e-07
              0.38551465                  -1.2524121e-07
              0.38706914                  -1.2743705e-07
              0.38862363                  -1.2931025e-07
              0.39017811                  -1.3082413e-07
               0.3917326                  -1.3194125e-07
              0.39328709                  -1.3262374e-07
              0.39484161                  -1.3283376e-07
               0.3963961                   -1.325339e-07
              0.39795059                  -1.3168759e-07
              0.39950508                  -1.3025962e-07
              0.40105957                  -1.2821653e-07
              0.40261409                  -1.2552711e-07
              0.40416858                  -1.2216286e-07
              0.40572307                   -1.180984e-07
              0.40727755                  -1.1331191e-07
              0.40883204                  -1.0778557e-07
              0.41038653                  -1.0150589e-07
              0.41194105                   -9.446407e-08
              0.41349554                  -8.6656321e-08
              0.41505003                  -7.8084099e-08
              0.41660452                  -6.8754332e-08
              0.41815901                  -5.8679589e-08
               0.4197135                  -4.7878167e-08
              0.42126802                  -3.6374171e-08
              0.42282251                  -2.4197496e-08
              0.42437699                  -1.1383754e-08
              0.42593148                   2.0258319e-09
              0.42748597                   1.5984622e-08
              0.42904049                   3.0440784e-08
              0.43059498                   4.5337597e-08
              0.43214947                   6.0613786e-08
              0.43370396                   7.6203918e-08
              0.43525845                   9.2038839e-08
              0.43681294                   1.0804614e-07
              0.43836746                   1.2415065e-07
              0.43992195                   1.4027498e-07
