Time / ns                i2/real
----------------------------------------------------------------------
                       0                  -1.3922204e-08
            0.0021370337                   4.0556642e-09
            0.0042740675                   1.3470305e-06
            0.0064111017                   1.3503443e-06
            0.0085481349                   1.3459098e-06
             0.010685169                   1.3334975e-06
             0.012822203                   1.3129169e-06
             0.014959237                   1.2840192e-06
              0.01709627                   1.2466993e-06
             0.019233305                   1.2008982e-06
             0.021370338                   1.1466041e-06
             0.023507372                    1.083855e-06
             0.025644407                   1.0127394e-06
              0.02778144                    9.333977e-07
             0.029918473                   8.4602306e-07
             0.032055508                   7.5086183e-07
              0.03419254                   6.4821421e-07
             0.036329575                   5.3843382e-07
              0.03846661                   4.2192755e-07
             0.040603641                   2.9915503e-07
             0.042740677                   1.7062747e-07
             0.044877712                   3.6906389e-08
             0.047014743                  -1.0139799e-07
             0.049151778                  -2.4362879e-07
             0.051288813                  -3.8908482e-07
             0.053425845                  -5.3702314e-07
              0.05556288                   -6.866623e-07
             0.057699915                  -8.3718544e-07
             0.059836946                  -9.8774399e-07
             0.061973982                  -1.1374617e-06
             0.064111017                  -1.2854388e-06
             0.066248052                  -1.4307566e-06
              0.06838508                  -1.5724821e-06
             0.070522115                  -1.7096733e-06
              0.07265915                  -1.8413839e-06
             0.074796185                  -1.9666693e-06
              0.07693322                  -2.0845921e-06
             0.079070255                  -2.1942274e-06
             0.081207283                  -2.2946688e-06
             0.083344318                  -2.3850346e-06
             0.085481353                  -2.4644735e-06
             0.087618388                  -2.5321708e-06
             0.089755423                  -2.5873535e-06
             0.091892458                  -2.6292978e-06
             0.094029486                  -2.6573334e-06
             0.096166521                  -2.6708494e-06
             0.098303556                   -2.669301e-06
              0.10044059                   -2.652213e-06
              0.10257763                   -2.619186e-06
              0.10471465                  -2.5699012e-06
              0.10685169                   -2.504124e-06
              0.10898872                   -2.421709e-06
              0.11112576                  -2.3226028e-06
              0.11326279                   -2.206848e-06
              0.11539983                  -2.0745861e-06
              0.11753686                  -1.9260585e-06
              0.11967389                  -1.7616104e-06
              0.12181093                  -1.5816898e-06
              0.12394796                    -1.38685e-06
                0.126085                  -1.1777488e-06
              0.12822203                  -9.5514781e-07
              0.13035907                  -7.1991201e-07
               0.1324961                  -4.7300736e-07
              0.13463314                  -2.1549867e-07
              0.13677016                   5.1453704e-08
              0.13890719                   3.2659747e-07
              0.14104423                   6.0859293e-07
              0.14318126                   8.9601787e-07
               0.1453183                   1.1873735e-06
              0.14745533                   1.4810909e-06
              0.14959237                   1.7755373e-06
               0.1517294                   2.0690245e-06
              0.15386644                   2.3598163e-06
              0.15600348                    2.646138e-06
