        Time                o11
----------------------------------------------------------------------
                       0                               0
            0.0023894215                               0
            0.0047788429                   1.0752835e-17
            0.0071682641                   3.4621707e-17
            0.0095576858                   5.7467586e-17
             0.011947107                   7.8622425e-17
             0.014336528                    9.747853e-17
              0.01672595                   7.0463056e-17
             0.019115372                  -5.1714421e-16
             0.021504791                  -2.5494627e-15
             0.023894213                  -6.0524752e-15
             0.026283635                  -1.1524253e-14
             0.028673057                  -2.0007503e-14
             0.031062478                  -3.3058246e-14
               0.0334519                   -5.175845e-14
              0.03584132                  -7.6856104e-14
             0.038230743                  -1.0986226e-13
             0.040620163                   -1.512108e-13
             0.043009583                   -2.026506e-13
             0.045399006                  -2.6582794e-13
             0.047788426                  -3.4155694e-13
              0.05017785                  -4.2946156e-13
              0.05256727                   -5.292843e-13
             0.054956689                  -6.4056068e-13
             0.057346113                  -7.6144256e-13
             0.059735533                  -8.8927769e-13
             0.062124956                  -1.0203136e-12
             0.064514376                  -1.1492702e-12
               0.0669038                  -1.2694935e-12
             0.069293216                  -1.3730052e-12
             0.071682639                  -1.4506963e-12
             0.074072063                  -1.4921929e-12
             0.076461487                  -1.4865901e-12
             0.078850903                  -1.4230749e-12
             0.081240326                  -1.2897531e-12
              0.08362975                  -1.0748183e-12
             0.086019166                  -7.6882169e-13
             0.088408589                  -3.6282449e-13
             0.090798013                   1.5056035e-13
             0.093187429                   7.7772554e-13
             0.095576853                   1.5239794e-12
             0.097966276                   2.3907527e-12
               0.1003557                    3.380478e-12
              0.10274512                   4.4957787e-12
              0.10513454                   5.7377987e-12
              0.10752396                   7.1104056e-12
              0.10991338                   8.6208818e-12
               0.1123028                   1.0282908e-11
              0.11469223                   1.2117643e-11
              0.11708164                   1.4160743e-11
              0.11947107                   1.6467246e-11
              0.12186049                   1.9115879e-11
              0.12424991                   2.2214385e-11
              0.12663934                   2.5902308e-11
              0.12902875                   3.0354934e-11
              0.13141817                   3.5790346e-11
               0.1338076                   4.2471887e-11
              0.13619702                   5.0713173e-11
              0.13858643                   6.0881446e-11
              0.14097586                   7.3397441e-11
              0.14336528                   8.8733965e-11
              0.14575469                   1.0741236e-10
              0.14814413                   1.2999489e-10
              0.15053354                   1.5707595e-10
              0.15292297                   1.8926648e-10
              0.15531239                   2.2717532e-10
              0.15770181                   2.7138572e-10
              0.16009124                     3.22428e-10
              0.16248065                   3.8074741e-10
              0.16487007                   4.4666768e-10
               0.1672595                   5.2035143e-10
              0.16964892                   6.0175442e-10
              0.17203833                   6.9058054e-10
              0.17442776                   7.8623563e-10
              0.17681718                   8.8777974e-10
              0.17920659                   9.9388331e-10
              0.18159603                   1.1027868e-09
              0.18398544                   1.2122651e-09
              0.18637486                   1.3195983e-09
              0.18876429                   1.4215602e-09
              0.19115371                    1.514412e-09
              0.19354314                   1.5939121e-09
              0.19593255                   1.6553479e-09
              0.19832197                   1.6935877e-09
               0.2007114                   1.7031434e-09
              0.20310082                   1.6782672e-09
              0.20549023                   1.6130576e-09
              0.20787966                    1.501602e-09
              0.21026908                   1.3381436e-09
              0.21265849                   1.1172497e-09
              0.21504793                   8.3401264e-10
              0.21743734                   4.8427007e-10
              0.21982676                   6.4824202e-11
              0.22221619                  -4.2632667e-10
              0.22460561                  -9.8975861e-10
              0.22699502                  -1.6243978e-09
              0.22938445                   -2.327319e-09
              0.23177387                  -3.0935476e-09
              0.23416328                  -3.9158974e-09
              0.23655272                  -4.7848454e-09
              0.23894213                  -5.6884479e-09
              0.24133156                  -6.6123063e-09
              0.24372098                  -7.5395903e-09
              0.24611039                  -8.4511234e-09
              0.24849983                  -9.3255323e-09
              0.25088924                  -1.0139468e-08
              0.25327867                  -1.0867896e-08
              0.25566807                   -1.148446e-08
               0.2580575                  -1.1961917e-08
              0.26044694                  -1.2272634e-08
              0.26283634                  -1.2389149e-08
              0.26522577                  -1.2284795e-08
               0.2676152                  -1.1934344e-08
               0.2700046                  -1.1314714e-08
              0.27239403                  -1.0405684e-08
              0.27478346                  -9.1906136e-09
              0.27717286                  -7.6571531e-09
              0.27956229                  -5.7979355e-09
              0.28195173                  -3.6112147e-09
              0.28434113                  -1.1014722e-09
              0.28673056                    1.720081e-09
              0.28911999                   4.8350892e-09
              0.29150939                    8.217766e-09
              0.29389882                   1.1834707e-08
              0.29628825                   1.5644869e-08
              0.29867765                     1.95997e-08
