        Time                i1
----------------------------------------------------------------------
                       0                  -1.0794679e-08
            0.0023894215                   1.3378898e-06
            0.0047788429                   1.3484987e-06
            0.0071682641                   1.3496722e-06
            0.0095576858                   1.3410529e-06
             0.011947107                   1.3223425e-06
             0.014336528                   1.2933053e-06
              0.01672595                   1.2537728e-06
             0.019115372                   1.2036472e-06
             0.021504791                   1.1429047e-06
             0.023894213                   1.0715985e-06
             0.026283635                   9.8986129e-07
             0.028673057                   8.9790677e-07
             0.031062478                   7.9603166e-07
               0.0334519                   6.8461605e-07
              0.03584132                   5.6412398e-07
             0.038230743                   4.3510292e-07
             0.040620163                   2.9818281e-07
             0.043009583                   1.5407453e-07
             0.045399006                   3.5675254e-09
             0.047788426                  -1.5247306e-07
              0.05017785                  -3.1311001e-07
              0.05256727                  -4.7733829e-07
             0.054956693                  -6.4408994e-07
             0.057346113                   -8.122397e-07
             0.059735533                  -9.8061128e-07
             0.062124956                  -1.1479837e-06
             0.064514376                   -1.313099e-06
               0.0669038                  -1.4746706e-06
             0.069293223                  -1.6313907e-06
             0.071682639                  -1.7819395e-06
             0.074072063                  -1.9249951e-06
             0.076461487                  -2.0592422e-06
             0.078850903                  -2.1833825e-06
             0.081240326                  -2.2961449e-06
              0.08362975                  -2.3962953e-06
             0.086019166                  -2.4826475e-06
             0.088408589                  -2.5540733e-06
             0.090798013                  -2.6095136e-06
             0.093187436                  -2.6479875e-06
             0.095576853                   -2.668603e-06
             0.097966276                  -2.6705668e-06
               0.1003557                  -2.6531934e-06
              0.10274512                  -2.6159141e-06
              0.10513454                  -2.5582851e-06
              0.10752396                  -2.4799958e-06
              0.10991339                  -2.3808757e-06
               0.1123028                  -2.2608997e-06
              0.11469223                  -2.1201949e-06
              0.11708165                  -1.9590443e-06
              0.11947107                  -1.7778905e-06
              0.12186049                  -1.5773378e-06
              0.12424991                  -1.3581541e-06
              0.12663934                  -1.1212708e-06
              0.12902875                  -8.6778158e-07
              0.13141817                  -5.9894074e-07
               0.1338076                  -3.1615915e-07
              0.13619702                  -2.0999659e-08
              0.13858645                   2.8482884e-07
              0.14097586                   5.9947894e-07
              0.14336528                   9.2097315e-07
              0.14575471                    1.247214e-06
              0.14814413                   1.5759949e-06
              0.15053354                   1.9050128e-06
              0.15292297                   2.2318814e-06
              0.15531239                   2.5541453e-06
              0.15770181                   2.8692966e-06
              0.16009124                   3.1747904e-06
              0.16248065                   3.4680627e-06
              0.16487007                   3.7465481e-06
               0.1672595                   4.0076989e-06
              0.16964892                   4.2490037e-06
              0.17203833                   4.4680091e-06
              0.17442776                   4.6623363e-06
              0.17681718                   4.8297038e-06
              0.17920661                    4.967947e-06
              0.18159603                   5.0750377e-06
              0.18398544                   5.1491033e-06
              0.18637487                   5.1884467e-06
              0.18876429                   5.1915658e-06
              0.19115371                   5.1571683e-06
              0.19354314                   5.0841918e-06
              0.19593255                   4.9718169e-06
              0.19832197                   4.8194843e-06
               0.2007114                   4.6269047e-06
              0.20310082                   4.3940745e-06
              0.20549023                   4.1212811e-06
              0.20787966                   3.8091146e-06
              0.21026908                   3.4584721e-06
              0.21265851                   3.0705623e-06
              0.21504793                   2.6469079e-06
              0.21743734                   2.1893445e-06
              0.21982677                   1.7000184e-06
              0.22221619                    1.181382e-06
              0.22460561                   6.3618603e-07
              0.22699504                   6.7469777e-08
              0.22938445                  -5.2145089e-07
              0.23177387                  -1.1269985e-06
               0.2341633                  -1.7453508e-06
              0.23655272                  -2.3724606e-06
              0.23894213                  -3.0040776e-06
              0.24133156                  -3.6357715e-06
              0.24372098                  -4.2629599e-06
              0.24611039                  -4.8809347e-06
              0.24849983                  -5.4848942e-06
              0.25088924                  -6.0699726e-06
              0.25327867                  -6.6312755e-06
              0.25566807                  -7.1639129e-06
               0.2580575                  -7.6630367e-06
              0.26044694                  -8.1238759e-06
              0.26283634                  -8.5417751e-06
              0.26522577                  -8.9122332e-06
               0.2676152                  -9.2309392e-06
              0.27000463                  -9.4938123e-06
              0.27239403                   -9.697038e-06
              0.27478346                  -9.8371065e-06
              0.27717289                  -9.9108474e-06
              0.27956229                   -9.915464e-06
              0.28195173                  -9.8485689e-06
              0.28434116                  -9.7082138e-06
              0.28673056                  -9.4929164e-06
              0.28911999                  -9.2016908e-06
              0.29150942                  -8.8340694e-06
              0.29389882                   -8.390125e-06
              0.29628825                  -7.8704852e-06
              0.29867768                  -7.2763528e-06
              0.30106708                  -6.6095095e-06
              0.30345652                  -5.8723285e-06
              0.30584595                  -5.0677722e-06
              0.30823535                  -4.1993944e-06
              0.31062478                  -3.2713315e-06
              0.31301421                  -2.2882932e-06
              0.31540361                  -1.2555472e-06
              0.31779304                  -1.7889988e-07
              0.32018247                   9.3532833e-07
              0.32257187                   2.0803318e-06
               0.3249613                   3.2488529e-06
              0.32735074                   4.4332196e-06
              0.32974014                   5.6253875e-06
              0.33212957                   6.8169866e-06
                0.334519                   7.9993706e-06
               0.3369084                   9.1636721e-06
              0.33929783                   1.0300856e-05
              0.34168726                   1.1401786e-05
              0.34407666                   1.2457282e-05
              0.34646609                   1.3458187e-05
              0.34885553                   1.4395438e-05
              0.35124496                   1.5260131e-05
              0.35363436                   1.6043592e-05
              0.35602379                   1.6737447e-05
              0.35841322                   1.7333699e-05
              0.36080262                    1.782479e-05
              0.36319205                   1.8203677e-05
              0.36558148                   1.8463892e-05
              0.36797088                   1.8599623e-05
              0.37036031                   1.8605762e-05
              0.37274975                   1.8477976e-05
              0.37513915                   1.8212759e-05
              0.37752858                   1.7807484e-05
              0.37991801                   1.7260458e-05
              0.38230741                   1.6570955e-05
              0.38469684                   1.5739264e-05
              0.38708627                   1.4766711e-05
              0.38947567                   1.3655687e-05
               0.3918651                   1.2409669e-05
              0.39425454                   1.1033221e-05
              0.39664394                   9.5320102e-06
              0.39903337                   7.9127867e-06
               0.4014228                   6.1833816e-06
               0.4038122                   4.3526793e-06
              0.40620163                   2.4305893e-06
              0.40859106                   4.2800775e-07
              0.41098046                  -1.6432305e-06
              0.41336989                  -3.7704067e-06
              0.41575933                  -5.9399822e-06
              0.41814873                  -8.1376693e-06
              0.42053816                  -1.0348514e-05
              0.42292759                  -1.2556976e-05
              0.42531702                  -1.4747032e-05
              0.42770642                  -1.6902268e-05
              0.43009585                  -1.9005993e-05
              0.43248528                  -2.1041342e-05
              0.43487468                  -2.2991406e-05
              0.43726411                  -2.4839341e-05
              0.43965355                  -2.6568499e-05
              0.44204295                  -2.8162554e-05
              0.44443238                  -2.9605631e-05
              0.44682181                  -3.0882438e-05
              0.44921121                  -3.1978387e-05
              0.45160064                  -3.2879736e-05
              0.45399007                  -3.3573702e-05
              0.45637947                    -3.40486e-05
               0.4587689                  -3.4293953e-05
              0.46115834                    -3.43006e-05
              0.46354774                  -3.4060824e-05
              0.46593717                  -3.3568438e-05
               0.4683266                  -3.2818887e-05
                0.470716                   -3.180933e-05
              0.47310543                  -3.0538715e-05
              0.47549486                  -2.9007844e-05
              0.47788426                  -2.7219434e-05
              0.48027369                   -2.517814e-05
              0.48266312                  -2.2890606e-05
              0.48505253                  -2.0365464e-05
              0.48744196                  -1.7613336e-05
              0.48983139                  -1.4646829e-05
              0.49222079                  -1.1480499e-05
              0.49461022                  -8.1308081e-06
              0.49699965                  -4.6160681e-06
              0.49938905                  -9.5636426e-07
              0.50177848                   2.8265326e-06
              0.50416791                   6.7092724e-06
              0.50655735                   1.0667044e-05
              0.50894678                    1.467371e-05
              0.51133615                   1.8701952e-05
              0.51372558                   2.2723438e-05
              0.51611501                   2.6708982e-05
              0.51850444                   3.0628747e-05
              0.52089387                   3.4452423e-05
               0.5232833                   3.8149454e-05
              0.52567267                   4.1689218e-05
              0.52806211                   4.5041284e-05
              0.53045154                   4.8175614e-05
              0.53284097                   5.1062798e-05
               0.5352304                   5.3674299e-05
              0.53761983                   5.5982666e-05
              0.54000926                   5.7961784e-05
              0.54239863                   5.9587099e-05
              0.54478806                   6.0835842e-05
              0.54717749                   6.1687249e-05
              0.54956692                   6.2122788e-05
              0.55195636                   6.2126339e-05
              0.55434579                   6.1684404e-05
              0.55673516                   6.0786286e-05
              0.55912459                   5.9424237e-05
              0.56151402                   5.7593625e-05
              0.56390345                   5.5293054e-05
              0.56629288                   5.2524469e-05
              0.56868231                   4.9293263e-05
              0.57107168                   4.5608329e-05
              0.57346112                   4.1482112e-05
              0.57585055                   3.6930614e-05
              0.57823998                   3.1973421e-05
              0.58062941                   2.6633626e-05
              0.58301884                   2.0937812e-05
              0.58540821                   1.4915941e-05
              0.58779764                   8.6012506e-06
              0.59018707                   2.0301118e-06
               0.5925765                  -4.7581343e-06
              0.59496593                  -1.1721374e-05
              0.59735537                  -1.8814939e-05
              0.59974474                  -2.5991852e-05
              0.60213417                  -3.3203098e-05
               0.6045236                  -4.0397907e-05
              0.60691303                  -4.7524074e-05
              0.60930246                  -5.4528307e-05
              0.61169189                   -6.135655e-05
              0.61408126                  -6.7954366e-05
              0.61647069                  -7.4267336e-05
              0.61886013                  -8.0241414e-05
              0.62124956                  -8.5823369e-05
              0.62363899                  -9.0961155e-05
              0.62602842                  -9.5604366e-05
              0.62841785                  -9.9704615e-05
              0.63080722                  -0.00010321596
              0.63319665                  -0.00010609533
              0.63558608                  -0.00010830286
              0.63797551                  -0.00010980236
              0.64036494                   -0.0001105616
              0.64275438                  -0.00011055276
              0.64514375                  -0.00010975268
              0.64753318                  -0.00010814318
              0.64992261                  -0.00010571141
              0.65231204                  -0.00010245001
              0.65470147                  -9.8357392e-05
               0.6570909                  -9.3437906e-05
              0.65948027                   -8.770197e-05
               0.6618697                   -8.116621e-05
              0.66425914                  -7.3853495e-05
              0.66664857                   -6.579297e-05
                0.669038                  -5.7020039e-05
              0.67142743                  -4.7576297e-05
               0.6738168                  -3.7509406e-05
              0.67620623                  -2.6872924e-05
              0.67859566                  -1.5726118e-05
              0.68098509                   -4.133693e-06
              0.68337452                   7.8345192e-06
              0.68576396                     2.01039e-05
              0.68815333                    3.259545e-05
              0.69054276                   4.5226221e-05
              0.69293219                   5.7909798e-05
              0.69532162                   7.0556831e-05
              0.69771105                   8.3075582e-05
              0.70010048                    9.537251e-05
              0.70248991                   0.00010735291
              0.70487928                   0.00011892156
              0.70726871                   0.00012998337
              0.70965815                    0.0001404441
              0.71204758                   0.00015021104
              0.71443701                   0.00015919375
              0.71682644                   0.00016730475
              0.71921581                   0.00017446028
              0.72160524                   0.00018058093
              0.72399467                   0.00018559246
