Time / ns                o2,2/real
----------------------------------------------------------------------
                       0                  -1.2023366e-19
            0.0023317416                   1.4422212e-18
            0.0046634832                   1.5581518e-17
            0.0069952253                   8.5067863e-17
            0.0093269665                   2.2954291e-16
             0.011658709                   4.7661549e-16
             0.013990451                   8.5164631e-16
             0.016322192                   1.3926835e-15
             0.018653933                   2.1802615e-15
             0.020985676                   3.1975242e-15
             0.023317417                   4.2385054e-15
             0.025649158                   5.1890433e-15
             0.027980901                   5.6609588e-15
             0.030312642                    5.276466e-15
             0.032644384                   3.6772978e-15
             0.034976125                   4.7041658e-16
             0.037307866                  -5.3166301e-15
             0.039639611                  -1.4968966e-14
             0.041971352                  -2.9074752e-14
             0.044303093                  -4.8433584e-14
             0.046634834                  -7.4471055e-14
             0.048966575                  -1.0884129e-13
             0.051298317                   -1.530858e-13
             0.053630061                  -2.0847964e-13
             0.055961803                  -2.7613033e-13
             0.058293544                  -3.5671233e-13
             0.060625285                  -4.5021178e-13
             0.062957026                  -5.5580958e-13
             0.065288767                  -6.7083036e-13
             0.067620508                  -7.9043862e-13
              0.06995225                  -9.0703438e-13
             0.072283991                  -1.0094851e-12
             0.074615732                  -1.0818869e-12
              0.07694748                  -1.1024595e-12
             0.079279222                  -1.0418537e-12
             0.081610963                  -8.6092412e-13
             0.083942704                  -5.0830607e-13
             0.086274445                   8.2734858e-14
             0.088606186                   9.9726033e-13
             0.090937927                   2.3421588e-12
             0.093269669                   4.2492008e-12
              0.09560141                   6.8820123e-12
             0.097933151                   1.0439819e-11
              0.10026489                   1.5161584e-11
              0.10259663                   2.1333647e-11
              0.10492837                   2.9295316e-11
              0.10726012                   3.9443306e-11
              0.10959186                   5.2234283e-11
              0.11192361                   6.8189975e-11
              0.11425535                   8.7896121e-11
              0.11658709                   1.1200148e-10
              0.11891883                   1.4121269e-10
              0.12125057                   1.7628657e-10
              0.12358231                   2.1801722e-10
              0.12591405                   2.6722316e-10
               0.1282458                   3.2472031e-10
              0.13057753                   3.9129286e-10
              0.13290928                   4.6765758e-10
              0.13524102                   5.5442384e-10
              0.13757277                   6.5204758e-10
               0.1399045                    7.607775e-10
              0.14223625                   8.8059726e-10
              0.14456798                   1.0111617e-09
              0.14689973                   1.1517336e-09
              0.14923146                   1.3011195e-09
              0.15156321                   1.4576057e-09
              0.15389496                   1.6188991e-09
              0.15622669                   1.7820749e-09
              0.15855844                   1.9435342e-09
              0.16089018                   2.0989752e-09
              0.16322193                   2.2433826e-09
              0.16555366                    2.371036e-09
              0.16788541                   2.4755429e-09
              0.17021714                   2.5498963e-09
              0.17254889                   2.5865632e-09
              0.17488062                   2.5776039e-09
              0.17721237                   2.5148224e-09
              0.17954411                    2.389948e-09
              0.18187585                   2.1948474e-09
               0.1842076                   1.9217696e-09
              0.18653934                   1.5636126e-09
              0.18887109                   1.1142111e-09
              0.19120282                   5.6864319e-10
              0.19353457                  -7.6460532e-11
               0.1958663                  -8.2260648e-10
              0.19819805                  -1.6691353e-09
              0.20052978                  -2.6129521e-09
              0.20286153                  -3.6482728e-09
              0.20519327                  -4.7664188e-09
              0.20752501                   -5.955664e-09
              0.20985675                  -7.2011463e-09
               0.2121885                  -8.4848626e-09
              0.21452025                  -9.7857367e-09
              0.21685198                  -1.1079775e-08
              0.21918373                  -1.2340313e-08
              0.22151546                  -1.3538371e-08
              0.22384721                  -1.4643095e-08
              0.22617894                  -1.5622293e-08
              0.22851069                  -1.6443051e-08
              0.23084243                  -1.7072439e-08
              0.23317418                  -1.7478264e-08
              0.23550591                  -1.7629882e-08
              0.23783766                  -1.7499033e-08
              0.24016941                  -1.7060689e-08
              0.24250114                  -1.6293876e-08
              0.24483289                  -1.5182474e-08
              0.24716462                  -1.3715942e-08
              0.24949637                  -1.1889967e-08
               0.2518281                  -9.7069899e-09
              0.25415984                  -7.1766042e-09
               0.2564916                  -4.3158099e-09
              0.25882334                  -1.1490882e-09
              0.26115507                   2.2916939e-09
               0.2634868                   5.9675682e-09
              0.26581857                   9.8329354e-09
               0.2681503                   1.3836229e-08
              0.27048203                   1.7920737e-08
               0.2728138                   2.2025599e-08
              0.27514553                   2.6086935e-08
              0.27747726                   3.0039089e-08
                0.279809                   3.3815951e-08
              0.28214076                   3.7352358e-08
               0.2844725                   4.0585459e-08
              0.28680423                   4.3456094e-08
              0.28913596                   4.5910078e-08
              0.29146773                   4.7899402e-08
              0.29379946                   4.9383281e-08
              0.29613119                   5.0329042e-08
              0.29846293                   5.0712785e-08
              0.30079469                   5.0519819e-08
              0.30312642                    4.974487e-08
              0.30545816                   4.8392018e-08
              0.30778992                   4.6474394e-08
              0.31012166                   4.4013603e-08
              0.31245339                   4.1038934e-08
              0.31478512                   3.7586343e-08
              0.31711689                   3.3697273e-08
              0.31944862                   2.9417331e-08
              0.32178035                   2.4794847e-08
              0.32411209                   1.9879419e-08
              0.32644385                   1.4720442e-08
              0.32877558                   9.3656904e-09
              0.33110732                   3.8600292e-09
              0.33343908                  -1.7557329e-09
              0.33577082                    -7.44578e-09
              0.33810255                  -1.3179978e-08
              0.34043428                  -1.8934289e-08
              0.34276605                   -2.469088e-08
              0.34509778                  -3.0437928e-08
              0.34742951                  -3.6169109e-08
              0.34976125                  -4.1882778e-08
              0.35209301                  -4.7580876e-08
              0.35442474                  -5.3267573e-08
              0.35675648                  -5.8947712e-08
              0.35908821                  -6.4625112e-08
              0.36141998                  -7.0300764e-08
              0.36375171                  -7.5971016e-08
              0.36608344                  -8.1625771e-08
              0.36841521                  -8.7246853e-08
              0.37074694                  -9.2806509e-08
              0.37307867                  -9.8266227e-08
              0.37541041                  -1.0357583e-07
              0.37774217                  -1.0867296e-07
               0.3800739                  -1.1348302e-07
              0.38240564                  -1.1791945e-07
              0.38473737                   -1.218846e-07
              0.38706914                  -1.2527101e-07
              0.38940087                  -1.2796316e-07
               0.3917326                  -1.2983965e-07
              0.39406437                  -1.3077577e-07
               0.3963961                  -1.3064636e-07
              0.39872783                    -1.29329e-07
              0.40105957                  -1.2670731e-07
              0.40339133                  -1.2267434e-07
              0.40572307                  -1.1713598e-07
               0.4080548                  -1.1001428e-07
              0.41038653                  -1.0125044e-07
               0.4127183                   -9.080766e-08
              0.41505003                  -7.8673509e-08
              0.41738176                  -6.4861794e-08
               0.4197135                  -4.9413966e-08
              0.42204526                  -3.2399875e-08
              0.42437699                  -1.3917944e-08
              0.42670873                   5.9053202e-09
              0.42904049                    2.691646e-08
              0.43137223                   4.8936826e-08
              0.43370396                   7.1764894e-08
              0.43603569                   9.5179175e-08
              0.43836746                   1.1894149e-07
              0.44069919                   1.4280072e-07
              0.44303092                   1.6649673e-07
              0.44536266                   1.8976463e-07
              0.44769442                   2.1233888e-07
              0.45002615                   2.3395745e-07
              0.45235789                   2.5436603e-07
              0.45468965                   2.7332172e-07
              0.45702139                   2.9059638e-07
              0.45935312                   3.0597985e-07
              0.46168485                   3.1928241e-07
              0.46401662                   3.3033683e-07
              0.46634835                   3.3899988e-07
              0.46868008                   3.4515318e-07
              0.47101182                   3.4870374e-07
              0.47334358                    3.495835e-07
              0.47567531                   3.4774897e-07
              0.47800705                   3.4317992e-07
              0.48033881                   3.3587804e-07
              0.48267055                   3.2586533e-07
              0.48500228                   3.1318203e-07
              0.48733401                    2.978847e-07
              0.48966578                   2.8004433e-07
              0.49199751                   2.5974433e-07
              0.49432924                   2.3707891e-07
              0.49666098                   2.1215156e-07
              0.49899274                    1.850738e-07
              0.50132447                   1.5596446e-07
              0.50365621                   1.2494904e-07
              0.50598794                   9.2159759e-08
              0.50831968                   5.7735726e-08
              0.51065147                   2.1823523e-08
               0.5129832                  -1.5421925e-08
              0.51531494                  -5.3836239e-08
              0.51764667                  -9.3244381e-08
               0.5199784                  -1.3345932e-07
              0.52231014                  -1.7428074e-07
              0.52464187                  -2.1549387e-07
              0.52697361                  -2.5686853e-07
               0.5293054                  -2.9815843e-07
              0.53163713                  -3.3910092e-07
              0.53396887                  -3.7941712e-07
               0.5363006                  -4.1881256e-07
              0.53863233                  -4.5697834e-07
              0.54096407                  -4.9359295e-07
               0.5432958                  -5.2832445e-07
              0.54562759                  -5.6083354e-07
              0.54795933                  -5.9077661e-07
              0.55029106                   -6.178098e-07
               0.5526228                  -6.4159309e-07
              0.55495453                  -6.6179473e-07
              0.55728626                  -6.7809594e-07
                0.559618                  -6.9019575e-07
              0.56194973                  -6.9781561e-07
              0.56428152                  -7.0070399e-07
              0.56661326                  -6.9864075e-07
              0.56894499                  -6.9144119e-07
              0.57127672                  -6.7895945e-07
              0.57360846                  -6.6109169e-07
              0.57594019                  -6.3777833e-07
              0.57827193                  -6.0900607e-07
              0.58060372                  -5.7480884e-07
              0.58293545                  -5.3526833e-07
              0.58526719                  -4.9051397e-07
              0.58759892                  -4.4072183e-07
              0.58993065                  -3.8611341e-07
              0.59226239                   -3.269536e-07
              0.59459412                  -2.6354829e-07
              0.59692585                   -1.962416e-07
              0.59925765                  -1.2541288e-07
              0.60158938                  -5.1473354e-08
              0.60392112                   2.5137242e-08
              0.60625285                   1.0395404e-07
              0.60858458                   1.8449042e-07
              0.61091632                    2.662413e-07
              0.61324805                   3.4868623e-07
              0.61557984                   4.3129228e-07
              0.61791158                    5.135168e-07
              0.62024331                   5.9480999e-07
              0.62257504                   6.7461707e-07
              0.62490678                   7.5238052e-07
              0.62723851                   8.2754207e-07
              0.62957025                   8.9954466e-07
              0.63190204                   9.6783447e-07
              0.63423377                   1.0318628e-06
              0.63656551                   1.0910879e-06
              0.63889724                   1.1449781e-06
              0.64122897                   1.1930133e-06
              0.64356071                   1.2346886e-06
              0.64589244                   1.2695173e-06
              0.64822417                   1.2970338e-06
              0.65055597                   1.3167985e-06
               0.6528877                   1.3284011e-06
              0.65521944                   1.3314658e-06
              0.65755117                   1.3256555e-06
               0.6598829                   1.3106772e-06
