Time                o21
                       0                               0
            0.0012146332                               0
            0.0024292665                               0
            0.0036438997                               0
            0.0048585329                               0
            0.0060731662                               0
            0.0072877994                               0
            0.0085024321                               0
            0.0097170658                               0
             0.010931699                               0
             0.012146332                               0
             0.013360965                               0
             0.014575599                               0
             0.015790232                               0
             0.017004864                               0
             0.018219499                               0
             0.019434132                               0
             0.020648764                               0
             0.021863397                               0
             0.023078032                               0
             0.024292665                               0
             0.025507297                               0
              0.02672193                               0
             0.027936565                               0
             0.029151198                               0
              0.03036583                               0
             0.031580463                               0
             0.032795098                               0
             0.034009729                               0
             0.035224363                               0
             0.036438998                               0
             0.037653629                               0
             0.038868263                               0
             0.040082894                               0
             0.041297529                               0
             0.042512164                               0
             0.043726794                               0
             0.044941429                               0
             0.046156064                               0
             0.047370695                               0
             0.048585329                               0
              0.04979996                               0
             0.051014595                               0
             0.052229229                               0
              0.05344386                               0
             0.054658495                               0
              0.05587313                               0
              0.05708776                               0
             0.058302395                               0
             0.059517026                               0
             0.060731661                               0
             0.061946295                               0
             0.063160926                               0
             0.064375557                               0
             0.065590195                               0
             0.066804826                               0
             0.068019457                               0
             0.069234096                               0
             0.070448726                               0
             0.071663357                               0
             0.072877996                               0
             0.074092627                               0
             0.075307257                               0
             0.076521896                               0
             0.077736527                               0
             0.078951158                               0
             0.080165789                               0
             0.081380427                               0
             0.082595058                               0
             0.083809689                               0
             0.085024327                               0
             0.086238958                               0
             0.087453589                               0
             0.088668227                               0
             0.089882858                               0
             0.091097489                               0
             0.092312127                               0
             0.093526758                               0
             0.094741389                               0
              0.09595602                               0
             0.097170658                               0
             0.098385289                               0
              0.09959992                               0
              0.10081456                               0
              0.10202919                               0
              0.10324382                               0
              0.10445846                               0
              0.10567309                               0
              0.10688772                               0
              0.10810236                               0
              0.10931699                               0
              0.11053162                               0
              0.11174626                               0
              0.11296089                               0
              0.11417552                               0
              0.11539015                               0
              0.11660479                               0
              0.11781942                               0
              0.11903405                               0
              0.12024869                               0
              0.12146332                               0
              0.12267795                               0
              0.12389259                               0
              0.12510721                               0
              0.12632185                               0
              0.12753649                               0
              0.12875111                               0
              0.12996575                               0
              0.13118039                               0
              0.13239501                               0
              0.13360965                               0
              0.13482429                               0
              0.13603891                               0
              0.13725355                               0
              0.13846819                               0
              0.13968281                               0
              0.14089745                               0
              0.14211209                               0
              0.14332671                               0
              0.14454135                               0
              0.14575599                               0
              0.14697061                               0
              0.14818525                               0
              0.14939989                               0
              0.15061451                               0
              0.15182915                               0
              0.15304379                               0
              0.15425842                               0
              0.15547305                               0
              0.15668768                               0
              0.15790232                               0
              0.15911695                               0
              0.16033158                               0
              0.16154622                               0
              0.16276085                               0
              0.16397548                               0
              0.16519012                               0
              0.16640475                               0
              0.16761938                               0
              0.16883402                               0
              0.17004865                               0
              0.17126328                               0
              0.17247792                               0
              0.17369255                               0
              0.17490718                               0
              0.17612182                               0
              0.17733645                               0
              0.17855108                               0
              0.17976572                               0
              0.18098035                               0
              0.18219498                               0
              0.18340962                               0
              0.18462425                               0
              0.18583888                               0
              0.18705352                               0
              0.18826815                               0
              0.18948278                               0
              0.19069742                               0
              0.19191204                               0
              0.19312668                               0
              0.19434132                               0
              0.19555594                               0
              0.19677058                               0
              0.19798522                               0
              0.19919984                               0
              0.20041448                               0
              0.20162912                               0
              0.20284374                               0
              0.20405838                               0
              0.20527302                               0
              0.20648764                               0
              0.20770228                               0
              0.20891692                               0
              0.21013154                               0
              0.21134618                               0
              0.21256082                               0
              0.21377544                               0
              0.21499008                               0
              0.21620472                               0
              0.21741934                               0
              0.21863398                               0
              0.21984862                               0
              0.22106324                               0
              0.22227788                               0
              0.22349252                               0
              0.22470714                               0
              0.22592178                               0
               0.2271364                               0
              0.22835104                               0
              0.22956568                               0
               0.2307803                               0
              0.23199494                               0
              0.23320958                               0
               0.2344242                               0
              0.23563884                               0
              0.23685348                               0
               0.2380681                               0
              0.23928274                               0
              0.24049738                               0
                0.241712                               0
              0.24292664                               0
              0.24414128                               0
               0.2453559                               0
              0.24657054                               0
              0.24778518                               0
               0.2489998                               0
              0.25021443                               0
              0.25142908                               0
               0.2526437                               0
              0.25385833                               0
              0.25507298                               0
               0.2562876                               0
              0.25750223                               0
              0.25871688                               0
               0.2599315                               0
              0.26114613                               0
              0.26236078                               0
               0.2635754                               0
              0.26479003                               0
              0.26600468                               0
              0.26721931                               0
              0.26843393                               0
              0.26964858                               0
              0.27086321                               0
              0.27207783                               0
              0.27329248                               0
              0.27450711                               0
              0.27572173                               0
              0.27693638                               0
              0.27815101                               0
              0.27936563                               0
              0.28058028                               0
              0.28179491                               0
              0.28300953                               0
              0.28422418                               0
              0.28543881                               0
              0.28665343                               0
              0.28786808                               0
              0.28908271                               0
              0.29029733                               0
              0.29151198                               0
              0.29272661                               0
              0.29394123                               0
              0.29515588                               0
              0.29637051                               0
              0.29758513                               0
              0.29879978                               0
              0.30001441                               0
              0.30122903                               0
              0.30244368                               0
              0.30365831                               0
              0.30487293                               0
              0.30608758                               0
              0.30730221                               0
              0.30851683                               0
              0.30973148                               0
              0.31094611                               0
              0.31216073                               0
              0.31337535                               0
              0.31459001                               0
              0.31580463                               0
              0.31701925                               0
              0.31823391                               0
              0.31944853                               0
              0.32066315                               0
              0.32187781                               0
              0.32309243                               0
              0.32430705                               0
              0.32552171                               0
              0.32673633                               0
              0.32795095                               0
              0.32916561                               0
              0.33038023                               0
              0.33159485                               0
              0.33280951                               0
              0.33402413                               0
              0.33523875                               0
              0.33645341                               0
              0.33766803                               0
              0.33888265                               0
              0.34009731                               0
              0.34131193                               0
              0.34252656                               0
              0.34374121                               0
              0.34495583                               0
              0.34617046                               0
              0.34738511                               0
              0.34859973                               0
              0.34981436                               0
              0.35102901                               0
              0.35224363                               0
              0.35345826                               0
              0.35467291                               0
              0.35588753                               0
              0.35710216                               0
              0.35831681                               0
              0.35953143                               0
              0.36074606                               0
              0.36196071                               0
              0.36317533                               0
              0.36438996                               0
              0.36560461                               0
              0.36681923                               0
              0.36803386                               0
              0.36924851                               0
              0.37046313                               0
              0.37167776                               0
              0.37289241                               0
              0.37410703                               0
              0.37532166                               0
              0.37653631                               0
              0.37775093                               0
              0.37896556                               0
              0.38018021                               0
              0.38139483                               0
              0.38260946                               0
              0.38382408                               0
              0.38503873                               0
              0.38625336                               0
              0.38746798                               0
              0.38868263                               0
              0.38989726                               0
              0.39111188                               0
              0.39232653                               0
              0.39354116                               0
              0.39475578                               0
              0.39597043                               0
              0.39718506                               0
              0.39839968                               0
              0.39961433                               0
              0.40082896                               0
              0.40204358                               0
              0.40325823                               0
              0.40447286                               0
              0.40568748                               0
              0.40690213                               0
              0.40811676                               0
              0.40933138                               0
              0.41054603                               0
              0.41176066                               0
              0.41297528                               0
              0.41418993                               0
              0.41540456                               0
              0.41661918                               0
              0.41783383                               0
              0.41904846                               0
              0.42026308                               0
              0.42147774                               0
              0.42269236                               0
              0.42390698                               0
              0.42512164                               0
              0.42633626                               0
              0.42755088                               0
              0.42876554                               0
              0.42998016                               0
              0.43119478                               0
              0.43240944                               0
              0.43362406                               0
              0.43483868                               0
              0.43605334                               0
              0.43726796                               0
              0.43848258                               0
              0.43969724                               0
              0.44091186                               0
              0.44212648                               0
              0.44334114                               0
              0.44455576                               0
              0.44577038                               0
              0.44698504                               0
              0.44819966                               0
              0.44941428                               0
              0.45062894                               0
              0.45184356                               0
              0.45305818                               0
              0.45427281                               0
              0.45548746                               0
              0.45670208                               0
              0.45791671                               0
              0.45913136                               0
              0.46034598                               0
              0.46156061                               0
              0.46277526                               0
              0.46398988                               0
              0.46520451                               0
              0.46641916                               0
              0.46763378                               0
              0.46884841                               0
              0.47006306                  -1.5276526e-38
              0.47127768                   -5.030606e-38
              0.47249231                  -1.1051048e-37
              0.47370696                  -2.0226338e-37
              0.47492158                  -3.3273668e-37
              0.47613621                  -5.0945634e-37
              0.47735086                  -7.3935274e-37
              0.47856548                  -1.0269743e-36
              0.47978011                  -1.3713424e-36
              0.48099476                  -1.7606604e-36
              0.48220938                  -2.1636149e-36
              0.48342401                  -2.5154736e-36
              0.48463866                  -2.6962008e-36
              0.48585328                  -2.4964681e-36
              0.48706791                  -1.5654591e-36
              0.48828256                    6.685321e-37
              0.48949718                    5.117914e-36
              0.49071181                     1.32018e-35
              0.49192646                   2.7119094e-35
              0.49314108                   5.0219851e-35
              0.49435571                   8.7599372e-35
              0.49557036                   1.4692885e-34
              0.49678499                   2.3967969e-34
              0.49799961                   3.8290317e-34
              0.49921426                   6.0180783e-34
              0.50042886                   9.3347935e-34
              0.50164354                   1.4322309e-33
              0.50285816                   2.1772747e-33
              0.50407279                   3.2836887e-33
              0.50528741                   4.9180472e-33
              0.50650203                   7.3206328e-33
              0.50771666                   1.0836922e-32
              0.50893134                   1.5962085e-32
              0.51014596                   2.3403722e-32
              0.51136059                   3.4170081e-32
              0.51257521                   4.9693794e-32
              0.51378983                      7.2005e-32
              0.51500446                   1.0397298e-31
              0.51621914                   1.4964262e-31
              0.51743376                   2.1470181e-31
              0.51864839                   3.0712914e-31
              0.51986301                   4.3808958e-31
              0.52107763                   6.2317013e-31
              0.52229226                   8.8408046e-31
              0.52350694                   1.2509889e-30
              0.52472156                   1.7657234e-30
              0.52593619                   2.4861484e-30
              0.52715081                   3.4921376e-30
              0.52836543                   4.8937052e-30
              0.52958006                   6.8420542e-30
              0.53079474                   9.5445537e-30
              0.53200936                   1.3285006e-29
              0.53322399                   1.8451008e-29
              0.53443861                   2.5570819e-29
              0.53565323                   3.5362933e-29
              0.53686786                    4.880261e-29
              0.53808254                   6.7210971e-29
              0.53929716                    9.237407e-29
              0.54051179                   1.2670178e-28
              0.54172641                   1.7343925e-28
              0.54294103                   2.3694796e-28
              0.54415566                   3.2307838e-28
              0.54537034                   4.3966337e-28
              0.54658496                   5.9716982e-28
              0.54779959                    8.095582e-28
              0.54901421                   1.0954137e-27
              0.55022883                   1.4794322e-27
              0.55144346                    1.994369e-27
              0.55265814                   2.6835898e-27
              0.55387276                   3.6044025e-27
              0.55508739                   4.8324044e-27
              0.55630201                   6.4671379e-27
              0.55751663                   8.6394459e-27
              0.55873126                   1.1521005e-26
              0.55994588                   1.5336681e-26
              0.56116056                   2.0380485e-26
              0.56237519                    2.703618e-26
              0.56358981                   3.5803817e-26
              0.56480443                   4.7333854e-26
              0.56601906                   6.2470967e-26
              0.56723368                   8.2310209e-26
              0.56844836                   1.0826882e-25
              0.56966299                     1.42178e-25
              0.57087761                   1.8639994e-25
              0.57209224                   2.4397676e-25
              0.57330686                   3.1881984e-25
              0.57452148                   4.1595013e-25
              0.57573617                   5.4180254e-25
              0.57695079                   7.0461091e-25
              0.57816541                   9.1489435e-25
              0.57938004                   1.1860701e-24
              0.58059466                   1.5352257e-24
              0.58180928                   1.9840885e-24
              0.58302397                   2.5602433e-24
              0.58423859                    3.298658e-24
              0.58545321                   4.2435913e-24
              0.58666784                   5.4509768e-24
              0.58788246                   6.9913965e-24
              0.58909708                   8.9537835e-24
              0.59031177                   1.1450026e-23
              0.59152639                   1.4620685e-23
