        Time                o22
----------------------------------------------------------------------
                       0                               0
            0.0015929475                               0
             0.003185895                               0
            0.0047788429                   1.0752835e-17
            0.0063717901                   2.6744801e-17
            0.0079647377                   4.2384642e-17
            0.0095576858                   5.7467579e-17
             0.011150633                   7.1797702e-17
              0.01274358                   6.3667629e-17
             0.014336528                   3.3191999e-17
             0.015929475                   2.3055377e-18
             0.017522423                  -2.8574173e-17
             0.019115372                  -5.9030037e-17
             0.020708319                  -1.7474589e-16
             0.022301266                  -6.3218791e-16
             0.023894213                  -1.6833253e-15
              0.02548716                  -3.4865168e-15
             0.027080109                  -6.6201711e-15
             0.028673057                  -1.1387291e-14
             0.030266004                  -1.8069588e-14
             0.031858951                  -2.7010031e-14
               0.0334519                  -3.8350277e-14
             0.035044845                  -5.2459308e-14
             0.036637794                  -6.9499311e-14
             0.038230743                  -8.9939449e-14
             0.039823689                  -1.1420643e-13
             0.041416638                  -1.4319549e-13
             0.043009583                  -1.7722739e-13
             0.044602532                  -2.1656101e-13
             0.046195481                  -2.6139098e-13
             0.047788426                   -3.118462e-13
             0.049381375                  -3.6816158e-13
             0.050974321                   -4.305038e-13
              0.05256727                  -4.9871283e-13
             0.054160219                  -5.7239169e-13
             0.055753164                  -6.5108514e-13
             0.057346113                  -7.3411508e-13
             0.058939058                  -8.2046235e-13
             0.060532007                  -9.0882456e-13
             0.062124956                  -9.9784991e-13
             0.063717902                  -1.0859195e-12
             0.065310851                   -1.171076e-12
               0.0669038                  -1.2511842e-12
             0.068496749                  -1.3238521e-12
              0.07008969                  -1.3864466e-12
             0.071682639                  -1.4360494e-12
             0.073275588                  -1.4696983e-12
             0.074868537                  -1.4844891e-12
             0.076461487                  -1.4771382e-12
             0.078054428                  -1.4438072e-12
             0.079647377                   -1.381095e-12
             0.081240326                  -1.2855615e-12
             0.082833275                  -1.1540243e-12
             0.084426224                  -9.8359266e-13
             0.086019166                  -7.7083798e-13
             0.087612115                  -5.1320439e-13
             0.089205064                  -2.0817212e-13
             0.090798013                    1.468932e-13
             0.092390962                   5.5403056e-13
             0.093983904                   1.0151862e-12
             0.095576853                    1.532031e-12
             0.097169802                   2.1050932e-12
             0.098762751                   2.7349705e-12
               0.1003557                   3.4219958e-12
              0.10194864                   4.1659046e-12
              0.10354159                   4.9672306e-12
              0.10513454                   5.8269722e-12
              0.10672749                    6.745219e-12
              0.10832044                   7.7246065e-12
              0.10991338                   8.7678892e-12
              0.11150633                    9.879637e-12
              0.11309928                    1.106619e-11
              0.11469223                    1.233628e-11
              0.11628518                   1.3700921e-11
              0.11787812                   1.5175007e-11
              0.11947107                   1.6777461e-11
              0.12106401                   1.8532042e-11
              0.12265696                   2.0467728e-11
              0.12424991                   2.2618693e-11
              0.12584285                    2.502698e-11
               0.1274358                   2.7742997e-11
              0.12902875                   3.0824881e-11
               0.1306217                   3.4339483e-11
              0.13221465                   3.8361547e-11
               0.1338076                   4.2976542e-11
              0.13540055                   4.8280137e-11
               0.1369935                   5.4378727e-11
              0.13858643                   6.1389172e-11
              0.14017938                    6.943858e-11
              0.14177233                   7.8664665e-11
              0.14336528                   8.9215121e-11
              0.14495823                   1.0124693e-10
              0.14655118                   1.1492555e-10
              0.14814413                   1.3042346e-10
              0.14973707                   1.4791846e-10
              0.15133002                   1.6759166e-10
              0.15292297                   1.8962525e-10
              0.15451591                   2.1419951e-10
              0.15610886                    2.414898e-10
              0.15770181                     2.71663e-10
              0.15929475                   3.0487371e-10
               0.1608877                    3.412596e-10
              0.16248065                   3.8093714e-10
               0.1640736                   4.2399653e-10
              0.16566655                   4.7049553e-10
               0.1672595                   5.2045468e-10
              0.16885245                   5.7385102e-10
              0.17044538                   6.3061167e-10
              0.17203833                   6.9060874e-10
              0.17363128                   7.5365203e-10
              0.17522423                   8.1948204e-10
              0.17681718                   8.8776569e-10
              0.17841013                    9.580895e-10
              0.18000308                   1.0299545e-09
              0.18159603                   1.1027707e-09
              0.18318897                    1.175855e-09
              0.18478192                   1.2484266e-09
              0.18637486                   1.3196049e-09
              0.18796781                   1.3884062e-09
              0.18956076                   1.4537458e-09
              0.19115371                   1.5144409e-09
              0.19274665                     1.56921e-09
               0.1943396                   1.6166769e-09
              0.19593255                   1.6553796e-09
               0.1975255                   1.6837759e-09
              0.19911845                   1.7002537e-09
               0.2007114                   1.7031406e-09
